,date,tweet,country_region,confirmed_us,deaths_us
45,2021-01-25,vaccines are an important tool to help stop the pandemic as of january 25 2021 more than 19 million people had received their first dose of a covid 19 vaccine of those over 3 million had received both doses and are fully vaccinated more ,US,25297059,421129.0
46,2021-01-25,join todays cdc partner update call at 3 pm et via zoom topic engaging faith leaders advances effective covid 19 response lessons learned through global domestic collaborations retweet and register ,US,25297059,421129.0
47,2021-01-24, amp flu are both contagious respiratory illnesses that can have similar symptoms but they are caused by different viruses use this chart to learn some of the similarities and differences for more info on covid 19 amp flu visit ,US,25127000,419214.0
48,2021-01-24,new easy to read versions of cdcs covid 19 guidance are available learn more about covid 19 how it spreads what you can do to stay safe and more supported by ,US,25127000,419214.0
49,2021-01-23,layer steps to help protect yourself from stay at least 6 feet from people who dont live with you avoid crowds and poorly ventilated spaces wash your hands often get a covid 19 vaccine when its your turn more tips ,US,24994463,417439.0
50,2021-01-22,people with underlying conditions are more likely to have severe cdc data from march through october show 56 of adults hospitalized with covid 19 had hypertension 49 had obesity amp 41 had metabolic disease including diabetes more ,US,24821813,414107.0
51,2021-01-22,starting jan 26th before you fly to the us from a foreign country get tested for covid 19 no more than 3 days before travel you must show your negative covid 19 viral test results or documentation of recovery to the airline to board your flight more ,US,24821813,414107.0
52,2021-01-22,new describes a small number of reports of severe allergic reactions after people received the moderna vaccine providers giving covid 19 vaccines should screen recipients amp have needed supplies and staff ready to manage these reactions ,US,24821813,414107.0
53,2021-01-21,as of january 18 national forecasts predict that 17 000 to 29 300 new deaths will be reported during the week ending february 13 these forecasts predict 465 000 to 508 000 total covid 19 deaths in the united states by february 13 more ,US,24631888,410349.0
54,2021-01-21,dyk amp vaccines should not be given at the same time because of a lack of data on getting covid 19 amp other vaccines together cdc recommends a 14 day interval before or after getting any other vaccines including a flu vaccine more ,US,24631888,410349.0
55,2021-01-21,a new highlights the importance of adequate health department staffing and resources to timely interviews of covid 19 cases and contact notification ,US,24631888,410349.0
56,2021-01-21,a flu vaccine is an essential part of protecting your health in 2021 even if covid 19 is spreading in your community you can safely get a flu vaccine by following cdcs recommendations for doctor visits learn how you can get flu vaccine during ,US,24631888,410349.0
57,2021-01-20,vaccines are an important tool to help stop the pandemic as of january 19 more than 13 5 million people had received their first dose of a covid 19 vaccine of those more than 2 million had received both doses and are fully vaccinated more ,US,24438723,406147.0
58,2021-01-20,covid 19 science update read the latest research on cases in veterans health centers how covid 19 affects flu virus spread and more read the full update ,US,24438723,406147.0
59,2021-01-19,now available cdcs on demand self paced courses for who administer vaccine three modules share what you need to know about immunization best practices moderna covid 19 vaccine and pfizer biontech covid 19 vaccine learn more ,US,24256028,401772.0
60,2021-01-19, finds antigen tests which often offer results in lt 30 minutes correctly came back negative for most people without covid 19 however for infected people antigen tests correctly identified only 2 of 3 w symptoms 1 of 3 w o symptoms ,US,24256028,401772.0
61,2021-01-19,join the cdc partner update call monday january 25 at 3 pm et via zoom topic engaging faith leaders advances effective covid 19 response lessons learned through global domestic collaborations retweet and register ,US,24256028,401772.0
62,2021-01-18,did you know you can use cdcs covid data tracker to see the number of predicted cases and deaths in your area use data to help make decisions to protect yourself your family and your community see the covid data tracker forecasting tool ,US,24078772,399003.0
63,2021-01-14,as of january 4 national forecasts predict that 16 200 to 29 600 new deaths will be reported during the week ending february 6 these forecasts predict 440 000 to 477 000 total covid 19 deaths in the united states by february 6 more ,US,23314521,388697.0
64,2021-01-14,keep outside your home when around people you dont live with wear a mask stay at least 6 feet apart wash your hands to protect yourself and others learn more about stopping the spread of covid 19 at home ,US,23314521,388697.0
65,2021-01-13,deaths from also continue to increase nationwide as of january 11 there have been 375 124 total covid 19 deaths reported to cdc with 1 957 new deaths reported in the past 24 hours see more data on covid 19 deaths ,US,23077247,384764.0
66,2021-01-13,planning a trip to an international destination a negative test result or documentation of recovery from covid 19 is now required before you return to the united states ,US,23077247,384764.0
67,2021-01-12,after you get a vaccine enroll in v safe to tell cdc how you feel through personalized health check ins v safe will also remind you to get a second vaccine dose your participation in cdcs v safe helps keep covid 19 vaccines safe more ,US,22847637,380805.0
68,2021-01-12,hcps do you have questions about vaccine safety for you amp your patients covid 19 vaccines are rigorously tested to ensure they meet safety standards and were carefully reviewed by and cdc before being authorized and recommended more ,US,22847637,380805.0
69,2021-01-11,vaccines are an important tool to help stop the pandemic as of january 11 2021 nearly 9 million people had received their first dose of a covid 19 vaccine see more on covid 19 vaccination data ,US,22622305,376343.0
70,2021-01-11,while cdc makes general recommendations for who should be offered covid 19 vaccine first each state has its own plan for deciding who will be vaccinated first contact your local health department for information on its covid 19 vaccination plans more ,US,22622305,376343.0
71,2021-01-11,new monitor the latest data for your countys hospital admissions and hospital and icu beds in use in the covid data tracker cdcs home for data search your countys data to find the latest hospitalizations cases deaths and more learn more ,US,22622305,376343.0
72,2021-01-11,join todays cdc partner update call at 3 pm et via zoom topic cdc covid 19 case investigation and contact tracing guidance and tools retweet and register ,US,22622305,376343.0
73,2021-01-10,looking to dine out you are less likely to be exposed to covid 19 outdoors consider picking up curbside meals getting food delivered or eating outside at a restaurant where tables are at least 6 feet apart more ,US,22409132,374329.0
74,2021-01-09,if you have symptoms of covid 19 or if you could have been exposed to someone with consider getting tested for testing locations near you visit your health department website or the hhs community based testing webpage ,US,22192842,372508.0
75,2021-01-08,can cause severe illness cdc data show that almost 30 of people hospitalized with covid 19 need intensive care more than 1 in 10 covid 19 hospitalizations end in death wear a mask avoid crowds stay 6 feet apart learn more ,US,21862773,368773.0
76,2021-01-08,if youve had you may have some natural protection or immunity from the virus but we dont know how long that lasts getting a covid 19 vaccine can help you build immunity without risking getting sick severe illness even death more ,US,21862773,368773.0
77,2021-01-08,a new finds cases among nursing home residents amp staff generally followed trends in surrounding communities nursing homes need to monitor local covid 19 trends amp follow cdc guidelines to protect residents amp staff read more ,US,21862773,368773.0
78,2021-01-07,as of january 4 national forecasts predict that 12 900 to 24 900 new deaths will be reported during the week ending january 30 these forecasts predict 405 000 to 438 000 total covid 19 deaths in the united states by january 30 more ,US,21579569,365317.0
79,2021-01-07, shows looked into testing data and found allowing people with no symptoms amp a negative covid 19 viral test on or after 7 days of quarantine to end quarantine is effective amp it supports cdcs options to shorten quarantine ,US,21579569,365317.0
80,2021-01-07,the covid data tracker now includes the number of staff and residents who have received their 1st dose of vaccine as part of the federal pharmacy partnership for long term care program see latest numbers ,US,21579569,365317.0
81,2021-01-06,the risk of getting very sick from covid 19 far outweighs the risk of severe outcomes from vaccines cdc amp fda review all serious adverse events reported w clinicians safety was paramount during the vaccine development process amp continues to be as vaccines are given ,US,21299340,361123.0
82,2021-01-06,the 7 day moving average of daily new cases has been rising since december 28 the current 7 day average for the period ending january 4 is 214 223 cases per day to learn more about daily trends in covid 19 cases visit cdcs covid data tracker ,US,21299340,361123.0
83,2021-01-06,sarah a physician assistant in mn rolled her for her first dose of vaccine in late december personnel are on the front line and covid 19 vaccines will help protect them from getting covid 19 so they can continue to provide care for patients ,US,21299340,361123.0
84,2021-01-05,dyk two have been approved to prevent covid 19 authorized the pfizer biontech covid 19 vaccine for people aged 16 and the moderna covid 19 vaccine for people aged 18 learn more ,US,21046195,357258.0
85,2021-01-05,join the cdc partner update call monday january 11 at 3 pm et via zoom topic cdc covid 19 case investigation and contact tracing guidance and tools retweet and register ,US,21046195,357258.0
86,2021-01-05,however the report also shows that people with no symptoms with negative antigen test results are unlikely to have covid 19 and generally do not require further testing ,US,21046195,357258.0
87,2021-01-04,vaccines are an important tool to help stop the pandemic as of january 4 2021 more than 4 5 million people have received their first dose of a covid 19 vaccine see more on covid 19 vaccination data ,US,20817140,353483.0
88,2021-01-04,stay on top of data from your community and around the world using cdcs covid data tracker the new global data tabs offer the latest on covid 19 counts and rates change over the last 7 days and trends ,US,20817140,353483.0
89,2021-01-03,things to know vaccine some side effects are normal in most cases covid 19 vaccines will be available for free many vaccines are still being developed amp tested vaccines are one of many tools to help stop this pandemic read more ,US,20636663,351580.0
90,2021-01-03,if someone you live with is 65 or older or has a serious underlying condition they are more likely to get very sick from everyone in the house should take extra care to avoid spreading covid 19 more ,US,20636663,351580.0
91,2020-12-31,new shows covid 19 antigen tests can be fast and inexpensive but sometimes require a second test to confirm the result protect others until your test result is confirmed learn more ,US,19968087,345737.0
92,2020-12-30,cases of covid 19 are highest among people ages 18 29 with this this age group making up almost 23 of all cases reported to cdc to date to learn more about covid 19 cases by age group visit cdcs covid data tracker ,US,19740772,342318.0
93,2020-12-30,covid 19 science update read the latest research on long distance spread of virus through respiratory droplets vaccine safety and covid 19 spread in schools read the full update ,US,19740772,342318.0
94,2020-12-30,has killed more than 300 000 people in the united states data can help save lives use data to inform decisions that protect you your family and your community find the latest information on covid 19 on cdcs covid data tracker ,US,19740772,342318.0
95,2020-12-29,pregnant you may discuss vaccines with your doctor but its not required before vaccination while studies have not yet been done experts believe mrna vaccines like covid 19 vaccines are unlikely to pose a risk for people more ,US,19511426,338568.0
96,2020-12-29,new on cdcs covid data tracker the daily community profile report provides easily interpretable information on key indicators for the response download the data that guides the national covid 19 response learn more ,US,19511426,338568.0
97,2020-12-28,fact vaccination helps keep you from getting covid 19 the vaccines currently available in the u s are more than 90 effective at preventing covid 19 according to clinical trials and are important tools to stop the pandemic learn more ,US,19301543,334836.0
98,2020-12-28,before your trip to the us from the uk get tested for covid 19 plan to share your test results with your airline learn more about the other travel requirements ,US,19301543,334836.0
99,2020-12-26,wearing a mask helps protect you from breathing in the virus that causes covid 19 over your mouth and nose to reduce the spread of to your friends family and community members learn more ,US,18982634,331909.0
100,2020-12-25,can spread anywhere even places where you feel safe like your home if one person in your household gets covid 19 it can spread to others if you go out wear a mask stay 6 feet from others avoid crowds wash your hands more ,US,18756360,330246.0
101,2020-12-24,cdc covid 19 datasets are available for use by the public learn more at ,US,18650454,329023.0
102,2020-12-24,many racial and ethnic minority groups are at greater risk of getting sick having severe illness and dying from covid 19 cdcs racial and ethnic health disparities web resources help explain why affects some groups differently ,US,18650454,329023.0
103,2020-12-23,the highest 7 day moving average of new cases per day in the united states since the pandemic started was reported on december 17 with a 7 day average of 220 523 new cases learn more about covid 19 trends ,US,18458373,326124.0
104,2020-12-23,until every person in the u s can get a covid 19 vaccine continue to wear a mask keep at least 6 feet between yourself and others avoid crowds and wash your hands often learn more about who should get vaccinated first while supplies are limited ,US,18458373,326124.0
105,2020-12-23,the u s has passed an early but important milestone in bringing the pandemic to an end more than 1 million people received their first dose of covid 19 vaccine in the past 10 days with cases surging nationwide this comes at a critical time ,US,18458373,326124.0
106,2020-12-22,read todays mmwr report to learn more about acips recommendations on who should be next to receive covid 19 vaccines ,US,18230242,322765.0
107,2020-12-21,hcps looking for tools to build confidence about vaccines among your team cdcs covid 19 vaccination communication toolkit can help you discuss available vaccines and help them communicate with patients ,US,18035209,319364.0
108,2020-12-21,join todays cdc partner update call at 3 pm et via zoom topic covid 19 response vaccine update retweet and register ,US,18035209,319364.0
109,2020-12-18,vaccinating facility residents will save lives they are at high risk for severe illness and dying from thats why cdc recommends they be among the first to receive a covid 19 vaccine ,US,17459296,313588.0
110,2020-12-18,use cdcs covid 19 datasets for research and analysis learn more at ,US,17459296,313588.0
111,2020-12-17,as of december 14 national forecasts predict that 15 800 to 27 700 new deaths will be reported during the week ending january 9 these forecasts predict 357 000 to 391 000 total covid 19 deaths in the united states by january 9 more ,US,17209587,310774.0
112,2020-12-17,covid 19 science update read the latest research on vaccine safety spread of the virus on airplanes and the impact of stay at home orders read the full update ,US,17209587,310774.0
113,2020-12-16,monitoring the impact of during pregnancy can help protect women and their babies view the latest data on covid 19 and pregnant women on the covid data tracker cdcs home for covid 19 data learn more ,US,16973376,307429.0
114,2020-12-15,join the cdc partner update call monday december 21 at 3 pm et via zoom topic covid 19 response vaccine update retweet and register ,US,16716777,303773.0
115,2020-12-14,ways you can slow the spread of wear a mask amp avoid crowds watch out for covid 19 symptoms and get tested stay home amp isolate if youre sick except to get medical care find out more about the steps you can take ,US,16518420,300754.0
116,2020-12-14,join todays cdc partner update call at 3 pm et via zoom topic ten truths about covid 19 retweet and register ,US,16518420,300754.0
117,2020-12-13,has been reported in mink in several countries including the us but there is no evidence that animals are playing a significant role in the spread of infection to people the main risk is from close contact with a person with covid 19 more ,US,16253219,299168.0
118,2020-12-12,can spread anywhere even in places you feel safe like your home keep covid 19 outside your home if you have to go out wear a mask stay 6 feet from others avoid crowds do your part to slow the spread both in and out of your home more ,US,16062299,297818.0
119,2020-12-11,cases are increasing dramatically this increase is not due to more testing as the number of cases rise so does percentage of tests coming back positive an indication that covid 19 is spreading learn more about cases in your area ,US,15842789,295450.0
120,2020-12-11,covid 19 science update read the latest research on infections in families of healthcare workers disease severity in children vaccine safety and more read the full update ,US,15842789,295450.0
121,2020-12-10,as of december 7 national forecasts predict that 12 600 to 23 400 new deaths will be reported during the week ending january 2 these forecasts predict 332 000 to 362 000 total covid 19 deaths in the united states by january 2 more ,US,15611014,292141.0
122,2020-12-10,help this season your protects you and can also help protect essential workers and save medical resources for the care of covid 19 patients learn more ,US,15611014,292141.0
123,2020-12-09,daily number of deaths is also rising in last 7 days there has been a 51 increase in the reported number of new deaths compared with the previous 7 days its important to know whats happening in your community see covid 19 data by county ,US,15386562,289373.0
124,2020-12-09,masking is a two way street masks help protect you in case someone around you has masks also help protect others in case you have covid 19 but dont know it to learn more ,US,15386562,289373.0
125,2020-12-09,since vaccine supply initially will be limited healthcare personnel are recommended to be among the first vaccinated healthcare personnel can be at high risk of being exposed to covid 19 and spreading it to others see the full recommendation ,US,15386562,289373.0
126,2020-12-09,join the cdc partner update call monday december 14 at 3 pm et via zoom topic ten truths about covid 19 retweet and register ,US,15386562,289373.0
127,2020-12-08,wondering whats happening in your community use cdcs covid data tracker new county view tab to help you make decisions view covid 19 cases deaths laboratory testing and more for your community all in one convenient location learn more ,US,15165295,286249.0
128,2020-12-07,you can pass to others even if you dont have symptoms or if your symptoms are mild symptoms if you have been exposed to covid 19 limit close contact with others including people you live with learn more ,US,14949299,283703.0
129,2020-12-07,new finds head start programs successfully implemented cdc guidance for childcare programs that offer in person learning strategies like wearing masks and keeping class sizes small can lower the spread of covid 19 in childcare settings ,US,14949299,283703.0
130,2020-12-06,as continues to spread we must remain vigilant the changes we ve had to make are hard but these changes are even more important now the more steps you amp your family can take to prevent the spread of covid 19 the safer you will be learn more ,US,14757000,282299.0
131,2020-12-05,covid 19 science update read the latest research on telemedicine usage college student mental health mask recommendation effectiveness and more read the full update ,US,14581337,281186.0
132,2020-12-04,as of november 30 national forecasts predict that 9 500 to 19 500 new deaths will be reported during the week ending december 26 these forecasts predict 303 000 to 329 000 total covid 19 deaths in the united states by december 26 more ,US,14367462,278932.0
133,2020-12-04,cdc and developed the covid 19 seroprevalence studies hub to provide an interactive dashboard to compare studies across the country ,US,14367462,278932.0
134,2020-12-03,a person with can spread it for 2 14 days without showing any symptoms and asymptomatic cases are common you may not know you have covid 19 so to help stop the spread more tips ,US,14139577,276325.0
135,2020-12-03,among adults with a higher of hispanic latinos reported larger household sizes known exposure to other household members with covid 19 jobs in essential industries working while ill and delays in getting testing after symptoms ,US,14139577,276325.0
136,2020-12-03,read todays mmwr report to learn more about recommendations on who should receive the initial doses of covid 19 vaccine once authorized by fda ,US,14139577,276325.0
137,2020-12-02,covid 19 science update read the latest research on the spread of the virus in military settings reasons for improved survival rates immune responses in people of different ages and more read the full update ,US,13921374,273446.0
138,2020-12-02,patients with severe covid 19 are at risk for certain co infections which can cause severe illness and death take the new case challenge on a complication you might miss ,US,13921374,273446.0
139,2020-12-01,before covid 19 vaccines are authorized a cdc advisory committee recommended healthcare personnel and long term care facility residents should receive vaccination first while supplies are limited learn more about covid 19 vaccines ,US,13721304,270642.0
140,2020-12-01,while getting may offer some natural protection the risk of severe illness and death from covid 19 far outweighs any benefits of natural immunity getting a covid 19 will help protect you without having to be sick learn more ,US,13721304,270642.0
141,2020-11-30,to slow the spread of covid 19 wear a mask stay 6 feet away from people who dont live with you and wash your hands often learn more ,US,13541221,268045.0
142,2020-11-30,cases are going up dramatically this increase is not due to more testing as the number of cases rise so does the percentage of tests coming back positive which shows that covid 19 is spreading learn more about cases in your area ,US,13541221,268045.0
143,2020-11-28,we re all tired of but the fact is covid 19 is not tired of us this pandemic isn t over amp cases are still rising across the u s slow the spread over your mouth and nose stay 6ft from others wash your hands stay home if you can ,US,13244417,266047.0
144,2020-11-28,my kids wear masks to keep their friends safe cdc thanks you for encouraging your friends and family to wear a mask because together we can slow the spread of covid 19 in our communities learn why wearing a mask is important ,US,13244417,266047.0
145,2020-11-27,as of november 23 national forecasts predict that 10 600 to 21 400 new deaths will be reported during the week ending december 19 these forecasts predict 294 000 to 321 000 total covid 19 deaths in the united states by december 19 more ,US,13088821,264858.0
146,2020-11-27,there is no evidence that animals are playing a significant role in the spread of to people the main risk of covid 19 is close contact with an infected person if you are sick avoid contact with people and animals learn more ,US,13088821,264858.0
147,2020-11-26,health departments do residents know what to do if someone in their house has visit cdcs website to learn how to reduce the risk of getting or spreading covid 19 between household members ,US,12883264,263454.0
148,2020-11-25,as cases continue to rise its important to know whats happening in your area you can now view data on cases deaths and testing in your county visit the county view tab on cdcs covid 19 data tracker ,US,12772653,262222.0
149,2020-11-25,vaccines currently in development in the us do not use the live virus that causes covid 19 having symptoms like fever after you get a is normal and a sign your immune system is learning to fight the virus more covid 19 vaccine facts ,US,12772653,262222.0
150,2020-11-23,covid 19 amp flu may spread at the same time this winter your can help save medical resources for the care of patients by reducing the burden of illness on health care systems learn how to find a flu vaccine near you get vaccinated today ,US,12418228,257779.0
151,2020-11-20,read about the latest science on the use of masks to slow the spread of covid 19 ,US,11910858,254413.0
152,2020-11-20,as of november 16 national forecasts predict that 7 300 to 16 000 new deaths will be reported during the week ending december 12 these forecasts predict 276 000 to 298 000 total covid 19 deaths in the united states by december 12 more ,US,11910858,254413.0
153,2020-11-19,no one tool alone is going to stop the pandemic a combination of getting a covid 19 wearing a mask staying at least 6 feet away from others and washing your hands often are all needed learn more ,US,11715316,252535.0
154,2020-11-19,a new finds 1 in 5 assisted living facilities in 39 states reported 1 or more cases among residents and staff facilities should prevent the spread of covid 19 by identifying cases and responding quickly learn more ,US,11715316,252535.0
155,2020-11-18,safety of vaccines is a top priority safety is considered before any vaccine is authorized or approved and again when vaccine recommendations are made learn more about how and its partners are ensuring the safety of covid 19 vaccines ,US,11527483,250520.0
156,2020-11-18,a3 find out how rural communities can respond during covid 19 ,US,11527483,250520.0
157,2020-11-18,a3 cdc svi includes factors such as housing transportation socioeconomic status race amp ethnicity and language which can be helpful in determining how to help support rural communities before during and after covid 19 ,US,11527483,250520.0
158,2020-11-18,a3 each rural community can assess their social vulnerability to covid 19 many rural communities are considered highly vulnerable according to cdcs social vulnerability index svi tool ,US,11527483,250520.0
159,2020-11-18,your mask keeps you from getting and spreading covid 19 if everyone wears a mask your community will be safer wear a mask avoid crowds stay 6 feet apart and wash your hands often learn more ,US,11527483,250520.0
160,2020-11-17,hospitalization rates for have been steadily going up since the end of september the rising rates mirror the increase in u s cases of covid 19 learn more about the latest data here ,US,11357322,248672.0
161,2020-11-17, do your patients have questions about vaccines you are your patients most trusted source on new resources are available to help you talk about covid 19 vaccination with your patients learn more ,US,11357322,248672.0
162,2020-11-16,the latest cdc report shows that the percentage of people testing positive for and the percentage of covid 19 associated medical visits are increasing in every region of the united states learn more ,US,11195388,246965.0
163,2020-11-16,interested in healthy business operations attend todays cdc covid 19 partner update call at 3 pm et via zoom topic healthy workplaces tips and tools for operating your business retweet and register ,US,11195388,246965.0
164,2020-11-15,as wil and his team gathered data on they hit a snag all states amp tribal territories were using different ways to collect and report covid 19 data over the next six weeks wil and his team created a better system to gather and merge data more ,US,11036935,246214.0
165,2020-11-13,although the of er visits for childrens mental health was higher during covid 19 this could ve been affected by an overall decrease in er visits monitoring promoting coping amp resilience amp expanding mental healthcare are key ,US,10737335,244332.0
166,2020-11-13,as of november 9 national forecasts predict that 5 500 to 13 400 new deaths will be reported during the week ending december 5 these forecasts predict 260 000 to 282 000 total covid 19 deaths in the united states by december 5 more ,US,10737335,244332.0
167,2020-11-12,cases and deaths in non urban areas are increasing steadily case and death rates are now highest in small cities and rural communities to compare covid 19 case and death rates between urban amp rural areas and other trends by population visit ,US,10552821,242901.0
