id,date,time,username,tweet,hashtags,tokenized_tweet,normalized_tokens,year,month
1362118382640889856,17,14:15:04,cdcgov,experiencing data overload cdcs new covid data tracker weekly review helps you stay up to date on the pandemic with weekly visualizations analysis amp interpretations of key data amp trends read the st edition subscribe ,['covid19'],"['experiencing', 'data', 'overload', 'cdcs', 'new', 'covid', 'data', 'tracker', 'weekly', 'review', 'helps', 'you', 'stay', 'up', 'to', 'date', 'on', 'the', 'pandemic', 'with', 'weekly', 'visualizations', 'analysis', 'amp', 'interpretations', 'of', 'key', 'data', 'amp', 'trends', 'read', 'the', 'st', 'edition', 'subscribe']","['experience', 'datum', 'overload', 'cdcs', 'new', 'covid', 'datum', 'tracker', 'weekly', 'review', 'help', 'stay', 'date', 'pandemic', 'weekly', 'visualization', 'analysis', 'amp', 'interpretation', 'key', 'datum', 'amp', 'trend', 'read', 'st', 'edition', 'subscribe']",2021,02
1361797602703003656,16,17:00:24,cdcgov,vaccines protect you from getting sick with covid 19 as of february more than million people had received their first dose of covid 19 vaccine of those over million people had received both doses amp are fully vaccinated more ,['covid19'],"['vaccines', 'protect', 'you', 'from', 'getting', 'sick', 'with', 'covid', '19', 'as', 'of', 'february', 'more', 'than', 'million', 'people', 'had', 'received', 'their', 'first', 'dose', 'of', 'covid', '19', 'vaccine', 'of', 'those', 'over', 'million', 'people', 'had', 'received', 'both', 'doses', 'amp', 'are', 'fully', 'vaccinated', 'more']","['vaccine', 'protect', 'get', 'sick', 'covid', 'february', 'people', 'receive', 'dose', 'covid', 'vaccine', 'people', 'receive', 'dose', 'amp', 'fully', 'vaccinate']",2021,02
1361777627581792260,16,15:41:01,cdcgov, your patients trust your vaccine recommendation have conversations with them about covid 19 vaccines follow these tips for effective vaccine conversations ,"['hcps', 'covid19']","['your', 'patients', 'trust', 'your', 'vaccine', 'recommendation', 'have', 'conversations', 'with', 'them', 'about', 'covid', '19', 'vaccines', 'follow', 'these', 'tips', 'for', 'effective', 'vaccine', 'conversations']","['patient', 'trust', 'vaccine', 'recommendation', 'conversation', 'covid', 'vaccine', 'follow', 'tip', 'effective', 'vaccine', 'conversation']",2021,02
1360331470779404291,12,15:54:31,cdcgov,subscribe to cdcs new covid data tracker weekly review ,['covid19'],"['subscribe', 'to', 'cdcs', 'new', 'covid', 'data', 'tracker', 'weekly', 'review']","['subscribe', 'cdcs', 'new', 'covid', 'datum', 'tracker', 'weekly', 'review']",2021,02
1360306455899906049,12,14:15:07,cdcgov,dyk researchers have studied mrna vaccines for decades vaccines were developed amp manufactured quickly but are held to the same high safety standards for all vaccines covid 19 vaccines are a safe way to protect against covid 19 illness more ,['covid19'],"['dyk', 'researchers', 'have', 'studied', 'mrna', 'vaccines', 'for', 'decades', 'vaccines', 'were', 'developed', 'amp', 'manufactured', 'quickly', 'but', 'are', 'held', 'to', 'the', 'same', 'high', 'safety', 'standards', 'for', 'all', 'vaccines', 'covid', '19', 'vaccines', 'are', 'a', 'safe', 'way', 'to', 'protect', 'against', 'covid', '19', 'illness', 'more']","['dyk', 'researcher', 'study', 'mrna', 'vaccine', 'decade', 'vaccine', 'develope', 'amp', 'manufacture', 'quickly', 'hold', 'high', 'safety', 'standard', 'vaccine', 'covid', 'vaccine', 'safe', 'way', 'protect', 'covid', 'illness']",2021,02
1360288811939491840,12,13:05:00,cdcgov,getting a vaccine will help protect you from getting sick with covid 19 some people may have mild side effects after vaccination which are normal signs that your body is building protection against the disease learn more ,['covid19'],"['getting', 'a', 'vaccine', 'will', 'help', 'protect', 'you', 'from', 'getting', 'sick', 'with', 'covid', '19', 'some', 'people', 'may', 'have', 'mild', 'side', 'effects', 'after', 'vaccination', 'which', 'are', 'normal', 'signs', 'that', 'your', 'body', 'is', 'building', 'protection', 'against', 'the', 'disease', 'learn', 'more']","['get', 'vaccine', 'help', 'protect', 'get', 'sick', 'covid', 'people', 'mild', 'effect', 'vaccination', 'normal', 'sign', 'body', 'build', 'protection', 'disease', 'learn']",2021,02
1359927478819708938,11,13:09:11,cdcgov,this weeks stats shows the different settings in which students reported masks being worn all the time at school wearing masks consistently and correctly is key to slowing the spread of covid 19 more ,['covid19'],"['this', 'weeks', 'stats', 'shows', 'the', 'different', 'settings', 'in', 'which', 'students', 'reported', 'masks', 'being', 'worn', 'all', 'the', 'time', 'at', 'school', 'wearing', 'masks', 'consistently', 'and', 'correctly', 'is', 'key', 'to', 'slowing', 'the', 'spread', 'of', 'covid', '19', 'more']","['week', 'stats', 'show', 'different', 'setting', 'student', 'report', 'mask', 'wear', 'time', 'school', 'wear', 'mask', 'consistently', 'correctly', 'key', 'slow', 'spread', 'covid']",2021,02
1359643621008539652,10,18:21:14,cdcgov,public health and healthcare professionals involved in covid 19 vaccination dont miss the national forum on covid 19 vaccine to support implementation of a safe effective and comprehensive vaccination program register ,[],"['public', 'health', 'and', 'healthcare', 'professionals', 'involved', 'in', 'covid', '19', 'vaccination', 'do', 'nt', 'miss', 'the', 'national', 'forum', 'on', 'covid', '19', 'vaccine', 'to', 'support', 'implementation', 'of', 'a', 'safe', 'effective', 'and', 'comprehensive', 'vaccination', 'program', 'register']","['public', 'health', 'healthcare', 'professional', 'involve', 'covid', 'vaccination', 'not', 'miss', 'national', 'forum', 'covid', 'vaccine', 'support', 'implementation', 'safe', 'effective', 'comprehensive', 'vaccination', 'program', 'register']",2021,02
1359623271759695873,10,17:00:23,cdcgov,rates of cases remain high in the last days the united states has averaged more than new cases of covid 19 each day slow the spread wear a mask stay feet apart avoid crowds wash your hands more ,['covid19'],"['rates', 'of', 'cases', 'remain', 'high', 'in', 'the', 'last', 'days', 'the', 'united', 'states', 'has', 'averaged', 'more', 'than', 'new', 'cases', 'of', 'covid', '19', 'each', 'day', 'slow', 'the', 'spread', 'wear', 'a', 'mask', 'stay', 'feet', 'apart', 'avoid', 'crowds', 'wash', 'your', 'hands', 'more']","['rate', 'case', 'remain', 'high', 'day', 'unite', 'state', 'average', 'new', 'case', 'covid', 'day', 'slow', 'spread', 'wear', 'mask', 'stay', 'foot', 'apart', 'avoid', 'crowd', 'wash', 'hand']",2021,02
1359602800641081346,10,15:39:02,cdcgov,covid 19 science update read the latest research on strategies to slow the spread in classroom settings vaccine recommendations and more read the full update ,['covid19'],"['covid', '19', 'science', 'update', 'read', 'the', 'latest', 'research', 'on', 'strategies', 'to', 'slow', 'the', 'spread', 'in', 'classroom', 'settings', 'vaccine', 'recommendations', 'and', 'more', 'read', 'the', 'full', 'update']","['covid', 'science', 'update', 'read', 'late', 'research', 'strategy', 'slow', 'spread', 'classroom', 'setting', 'vaccine', 'recommendation', 'read', 'update']",2021,02
1359255259181436928,09,16:38:02,cdcgov, as of february more than million vaccine doses have been administered across the united states as part of the covid 19 vaccine rollout follow daily trends in the number of vaccines administered ,"['dyk', 'covid19']","['as', 'of', 'february', 'more', 'than', 'million', 'vaccine', 'doses', 'have', 'been', 'administered', 'across', 'the', 'united', 'states', 'as', 'part', 'of', 'the', 'covid', '19', 'vaccine', 'rollout', 'follow', 'daily', 'trends', 'in', 'the', 'number', 'of', 'vaccines', 'administered']","['february', 'vaccine', 'dose', 'administer', 'unite', 'state', 'covid', 'vaccine', 'rollout', 'follow', 'daily', 'trend', 'numb', 'vaccine', 'administer']",2021,02
1358902150827560966,08,17:14:54,cdcgov,vaccines are one of many tools to help us stop this pandemic as of february over million people had received their first dose of covid 19 vaccine of those almost million people had received both doses amp are fully vaccinated more,['covid19'],"['vaccines', 'are', 'one', 'of', 'many', 'tools', 'to', 'help', 'us', 'stop', 'this', 'pandemic', 'as', 'of', 'february', 'over', 'million', 'people', 'had', 'received', 'their', 'first', 'dose', 'of', 'covid', '19', 'vaccine', 'of', 'those', 'almost', 'million', 'people', 'had', 'received', 'both', 'doses', 'amp', 'are', 'fully', 'vaccinated', 'more']","['vaccine', 'tool', 'help', 'stop', 'pandemic', 'february', 'people', 'receive', 'dose', 'covid', 'vaccine', 'people', 'receive', 'dose', 'amp', 'fully', 'vaccinate']",2021,02
1358818634215350273,08,11:43:02,cdcgov,join todays cdc partner update call at p m et via zoom title covid 19 information for essential workplaces retweet and register ,"['covid19', 'workers', 'vaccines']","['join', 'todays', 'cdc', 'partner', 'update', 'call', 'at', 'p', 'm', 'et', 'via', 'zoom', 'title', 'covid', '19', 'information', 'for', 'essential', 'workplaces', 'retweet', 'and', 'register']","['join', 'today', 'cdc', 'partner', 'update', 'p', 'be', 'et', 'zoom', 'title', 'covid', 'information', 'essential', 'workplace', 'retweet', 'register']",2021,02
1357818829414498304,05,17:30:10,cdcgov,people of all ages including young and middle aged adults continue to be at risk for severe based on covid net data among adults who have been hospitalized with covid 19 in are under more covid 19 hospitalization data ,['covid19'],"['people', 'of', 'all', 'ages', 'including', 'young', 'and', 'middle', 'aged', 'adults', 'continue', 'to', 'be', 'at', 'risk', 'for', 'severe', 'based', 'on', 'covid', 'net', 'data', 'among', 'adults', 'who', 'have', 'been', 'hospitalized', 'with', 'covid', '19', 'in', 'are', 'under', 'more', 'covid', '19', 'hospitalization', 'data']","['people', 'age', 'include', 'young', 'middle', 'age', 'adult', 'continue', 'risk', 'severe', 'base', 'covid', 'net', 'datum', 'adult', 'hospitalize', 'covid', 'covid', 'hospitalization', 'datum']",2021,02
1357811247446712327,05,17:00:02,cdcgov,starting friday february will be replaced with the covid data tracker weekly review this new webpage and newsletter will highlight and interpret key data from cdcs covid data tracker each week sign up for the newsletter here ,['covidview'],"['starting', 'friday', 'february', 'will', 'be', 'replaced', 'with', 'the', 'covid', 'data', 'tracker', 'weekly', 'review', 'this', 'new', 'webpage', 'and', 'newsletter', 'will', 'highlight', 'and', 'interpret', 'key', 'data', 'from', 'cdcs', 'covid', 'data', 'tracker', 'each', 'week', 'sign', 'up', 'for', 'the', 'newsletter', 'here']","['start', 'friday', 'february', 'replace', 'covid', 'datum', 'tracker', 'weekly', 'review', 'new', 'webpage', 'newsletter', 'highlight', 'interpret', 'key', 'datum', 'cdcs', 'covid', 'datum', 'tracker', 'week', 'sign', 'newsletter']",2021,02
1357457730106195969,04,17:35:17,cdcgov,as of february national forecasts predict that to new deaths will be reported during the week ending february these forecasts predict to total covid 19 deaths in the united states by february more ,['covid19'],"['as', 'of', 'february', 'national', 'forecasts', 'predict', 'that', 'to', 'new', 'deaths', 'will', 'be', 'reported', 'during', 'the', 'week', 'ending', 'february', 'these', 'forecasts', 'predict', 'to', 'total', 'covid', '19', 'deaths', 'in', 'the', 'united', 'states', 'by', 'february', 'more']","['february', 'national', 'forecast', 'predict', 'new', 'death', 'report', 'week', 'end', 'february', 'forecast', 'predict', 'total', 'covid', 'death', 'unite', 'state', 'february']",2021,02
1357391293786304516,04,13:11:18,cdcgov,new finds that during the covid 19 pandemic the mental health of u s adults was negatively impacted with hispanic persons reporting the highest prevalence of depressive symptoms suicidal thoughts and increased substance use ,[],"['new', 'finds', 'that', 'during', 'the', 'covid', '19', 'pandemic', 'the', 'mental', 'health', 'of', 'u', 's', 'adults', 'was', 'negatively', 'impacted', 'with', 'hispanic', 'persons', 'reporting', 'the', 'highest', 'prevalence', 'of', 'depressive', 'symptoms', 'suicidal', 'thoughts', 'and', 'increased', 'substance', 'use']","['new', 'find', 'covid', 'pandemic', 'mental', 'health', 'u', 's', 'adult', 'negative', 'impact', 'hispanic', 'person', 'report', 'high', 'prevalence', 'depressive', 'symptom', 'suicidal', 'thought', 'increase', 'substance', 'use']",2021,02
1357362047940493313,04,11:15:05,cdcgov,antonio a hospital nutritional service staff member and survivor rolled his for his first dose of covid 19 vaccine its important that all healthcare personnel get vaccinated asap even if youve had covid 19 and recovered you should get vaccinated ,"['covid19', 'sleeveup']","['antonio', 'a', 'hospital', 'nutritional', 'service', 'staff', 'member', 'and', 'survivor', 'rolled', 'his', 'for', 'his', 'first', 'dose', 'of', 'covid', '19', 'vaccine', 'its', 'important', 'that', 'all', 'healthcare', 'personnel', 'get', 'vaccinated', 'asap', 'even', 'if', 'you', 've', 'had', 'covid', '19', 'and', 'recovered', 'you', 'should', 'get', 'vaccinated']","['antonio', 'hospital', 'nutritional', 'service', 'staff', 'member', 'survivor', 'roll', 'dose', 'covid', 'vaccine', 'important', 'healthcare', 'personnel', 'vaccinate', 'asap', 'have', 'covid', 'recover', 'vaccinate']",2021,02
1357011293169934337,03,12:01:18,cdcgov,covid 19 science update read the latest research on mask wearing the effect of the mrna vaccine on variants and more read the full update ,['covid19'],"['covid', '19', 'science', 'update', 'read', 'the', 'latest', 'research', 'on', 'mask', 'wearing', 'the', 'effect', 'of', 'the', 'mrna', 'vaccine', 'on', 'variants', 'and', 'more', 'read', 'the', 'full', 'update']","['covid', 'science', 'update', 'read', 'late', 'research', 'mask', 'wear', 'effect', 'mrna', 'vaccine', 'variant', 'read', 'update']",2021,02
1356996140365983745,03,11:01:06,cdcgov,join the cdc partner update call monday february at p m et via zoom title covid 19 information for essential workplaces retweet and register ,"['covid19', 'workers', 'vaccines']","['join', 'the', 'cdc', 'partner', 'update', 'call', 'monday', 'february', 'at', 'p', 'm', 'et', 'via', 'zoom', 'title', 'covid', '19', 'information', 'for', 'essential', 'workplaces', 'retweet', 'and', 'register']","['join', 'cdc', 'partner', 'update', 'monday', 'february', 'p', 'be', 'et', 'zoom', 'title', 'covid', 'information', 'essential', 'workplace', 'retweet', 'register']",2021,02
1356387157678706697,01,18:41:13,cdcgov,vaccines keep you from getting covid 19 as of february more than million people had received their first dose of a covid 19 vaccine of those almost million had received both doses and are fully vaccinated more ,['covid19'],"['vaccines', 'keep', 'you', 'from', 'getting', 'covid', '19', 'as', 'of', 'february', 'more', 'than', 'million', 'people', 'had', 'received', 'their', 'first', 'dose', 'of', 'a', 'covid', '19', 'vaccine', 'of', 'those', 'almost', 'million', 'had', 'received', 'both', 'doses', 'and', 'are', 'fully', 'vaccinated', 'more']","['vaccine', 'get', 'covid', 'february', 'people', 'receive', 'dose', 'covid', 'vaccine', 'receive', 'dose', 'fully', 'vaccinate']",2021,02
1356286566377926656,01,12:01:30,cdcgov,covid 19 science update read the latest research on vaccine acceptance how variants of the virus that causes covid 19 spread and more read the full update ,['covid19'],"['covid', '19', 'science', 'update', 'read', 'the', 'latest', 'research', 'on', 'vaccine', 'acceptance', 'how', 'variants', 'of', 'the', 'virus', 'that', 'causes', 'covid', '19', 'spread', 'and', 'more', 'read', 'the', 'full', 'update']","['covid', 'science', 'update', 'read', 'late', 'research', 'vaccine', 'acceptance', 'variant', 'virus', 'cause', 'covid', 'spread', 'read', 'update']",2021,02
1356271204911509504,01,11:00:28,cdcgov,join the cdc partner update call monday february at pm et via zoom topic one health resources to address covid 19 in animals and people retweet and register ,"['covid19', 'coronavirus', 'onehealth']","['join', 'the', 'cdc', 'partner', 'update', 'call', 'monday', 'february', 'at', 'pm', 'et', 'via', 'zoom', 'topic', 'one', 'health', 'resources', 'to', 'address', 'covid', '19', 'in', 'animals', 'and', 'people', 'retweet', 'and', 'register']","['join', 'cdc', 'partner', 'update', 'monday', 'february', 'pm', 'et', 'zoom', 'topic', 'health', 'resource', 'address', 'covid', 'animal', 'people', 'retweet', 'register']",2021,02
1355257408226877442,29,15:52:00,cdcgov,dyk cdcs home for data the covid data tracker has a new homepage with updated tools amp features to make it easier to find information to protect yourself amp loved ones data are updated daily amp new features are added every week see more ,['covid19'],"['dyk', 'cdcs', 'home', 'for', 'data', 'the', 'covid', 'data', 'tracker', 'has', 'a', 'new', 'homepage', 'with', 'updated', 'tools', 'amp', 'features', 'to', 'make', 'it', 'easier', 'to', 'find', 'information', 'to', 'protect', 'yourself', 'amp', 'loved', 'ones', 'data', 'are', 'updated', 'daily', 'amp', 'new', 'features', 'are', 'added', 'every', 'week', 'see', 'more']","['dyk', 'cdcs', 'home', 'datum', 'covid', 'datum', 'tracker', 'new', 'homepage', 'update', 'tool', 'amp', 'feature', 'easy', 'find', 'information', 'protect', 'amp', 'love', 'one', 'datum', 'update', 'daily', 'amp', 'new', 'feature', 'add', 'week']",2021,01
1355251903777660933,29,15:30:07,cdcgov,vaccines are safe and effective millions of people in the united states have received covid 19 vaccines and these vaccines have undergone the most intensive safety monitoring in u s history more on covid 19 vaccine safety ,['covid19'],"['vaccines', 'are', 'safe', 'and', 'effective', 'millions', 'of', 'people', 'in', 'the', 'united', 'states', 'have', 'received', 'covid', '19', 'vaccines', 'and', 'these', 'vaccines', 'have', 'undergone', 'the', 'most', 'intensive', 'safety', 'monitoring', 'in', 'u', 's', 'history', 'more', 'on', 'covid', '19', 'vaccine', 'safety']","['vaccine', 'safe', 'effective', 'million', 'people', 'unite', 'state', 'receive', 'covid', 'vaccine', 'vaccine', 'undergo', 'intensive', 'safety', 'monitor', 'u', 's', 'history', 'covid', 'vaccine', 'safety']",2021,01
1355207840990982150,29,12:35:02,cdcgov,looking for up to date information about how could affect pregnancy and care for infants cdcs covid 19 toolkit for pregnant people and new parents includes psas clinical guidance and other resources here ,['covid19'],"['looking', 'for', 'up', 'to', 'date', 'information', 'about', 'how', 'could', 'affect', 'pregnancy', 'and', 'care', 'for', 'infants', 'cdcs', 'covid', '19', 'toolkit', 'for', 'pregnant', 'people', 'and', 'new', 'parents', 'includes', 'psas', 'clinical', 'guidance', 'and', 'other', 'resources', 'here']","['look', 'date', 'information', 'affect', 'pregnancy', 'care', 'infant', 'cdcs', 'covid', 'toolkit', 'pregnant', 'people', 'new', 'parent', 'include', 'psas', 'clinical', 'guidance', 'resource']",2021,01
1354906102689918979,28,16:36:02,cdcgov,as of january national forecasts predict that to new deaths will be reported during the week ending february these forecasts predict to total covid 19 deaths in the united states by february more ,['covid19'],"['as', 'of', 'january', 'national', 'forecasts', 'predict', 'that', 'to', 'new', 'deaths', 'will', 'be', 'reported', 'during', 'the', 'week', 'ending', 'february', 'these', 'forecasts', 'predict', 'to', 'total', 'covid', '19', 'deaths', 'in', 'the', 'united', 'states', 'by', 'february', 'more']","['january', 'national', 'forecast', 'predict', 'new', 'death', 'report', 'week', 'end', 'february', 'forecast', 'predict', 'total', 'covid', 'death', 'unite', 'state', 'february']",2021,01
1354879430582296579,28,14:50:03,cdcgov,new on cases in wisconsin from march to mid nov finds covid 19 outbreaks at colleges amp universities came before increased community spread students faculty amp staff should wear masks stay ft apart amp avoid gatherings more ,['covid19'],"['new', 'on', 'cases', 'in', 'wisconsin', 'from', 'march', 'to', 'mid', 'nov', 'finds', 'covid', '19', 'outbreaks', 'at', 'colleges', 'amp', 'universities', 'came', 'before', 'increased', 'community', 'spread', 'students', 'faculty', 'amp', 'staff', 'should', 'wear', 'masks', 'stay', 'ft', 'apart', 'amp', 'avoid', 'gatherings', 'more']","['new', 'case', 'wisconsin', 'march', 'mid', 'nov', 'find', 'covid', 'outbreak', 'college', 'amp', 'university', 'come', 'increase', 'community', 'spread', 'student', 'faculty', 'amp', 'staff', 'wear', 'mask', 'stay', 'ft', 'apart', 'amp', 'avoid', 'gathering']",2021,01
1354821702274826243,28,11:00:39,cdcgov, attend todays coca call treating long covid clinician experience with post acute covid 19 care at pm et learn more ,"['hcps', 'covid19']","['attend', 'todays', 'coca', 'call', 'treating', 'long', 'covid', 'clinician', 'experience', 'with', 'post', 'acute', 'covid', '19', 'care', 'at', 'pm', 'et', 'learn', 'more']","['attend', 'today', 'coca', 'treat', 'long', 'covid', 'clinician', 'experience', 'post', 'acute', 'covid', 'care', 'pm', 'et', 'learn']",2021,01
1354542457518772231,27,16:31:02,cdcgov,rates of cases are widespread across the united states as of january over million total cases of covid 19 have been reported to cdc help slow the spread in your community wear a mask avoid crowds stay feet apart more ,['covid19'],"['rates', 'of', 'cases', 'are', 'widespread', 'across', 'the', 'united', 'states', 'as', 'of', 'january', 'over', 'million', 'total', 'cases', 'of', 'covid', '19', 'have', 'been', 'reported', 'to', 'cdc', 'help', 'slow', 'the', 'spread', 'in', 'your', 'community', 'wear', 'a', 'mask', 'avoid', 'crowds', 'stay', 'feet', 'apart', 'more']","['rate', 'case', 'widespread', 'unite', 'state', 'january', 'total', 'case', 'covid', 'report', 'cdc', 'help', 'slow', 'spread', 'community', 'wear', 'mask', 'avoid', 'crowd', 'stay', 'foot', 'apart']",2021,01
1354536727881379846,27,16:08:16,cdcgov,student athletes if you live on campus and get take part in contact tracing and stay in your dorm or apartment you can stop the spread of covid 19 be a team player answer the call more ,['covid19'],"['student', 'athletes', 'if', 'you', 'live', 'on', 'campus', 'and', 'get', 'take', 'part', 'in', 'contact', 'tracing', 'and', 'stay', 'in', 'your', 'dorm', 'or', 'apartment', 'you', 'can', 'stop', 'the', 'spread', 'of', 'covid', '19', 'be', 'a', 'team', 'player', 'answer', 'the', 'call', 'more']","['student', 'athlete', 'live', 'campus', 'contact', 'trace', 'stay', 'dorm', 'apartment', 'stop', 'spread', 'covid', 'team', 'player', 'answer']",2021,01
